L,avg_await_ms,avg_cpu_pct,avg_disk_util_pct,avg_latency_us,avg_qd,avg_read_await_ms,avg_read_iops,avg_read_mb_s,avg_write_iops,avg_write_mb_s,await_ms,beamwidth,block_latency_count,block_latency_log,block_latency_mean_ms,block_latency_p50_ms,block_latency_p95_ms,block_latency_p99_ms,block_latency_status,block_latency_trace_dev,bucket_label,bucket_midpoint,bucket_name,bucket_query_count,chosen_L,chosen_prefilter_rerank_l,configured_L,configured_route,dataset,device,disk_metrics_reason,disk_metrics_status,disk_sanity_read_bytes,effective_device,elapsed_s,empty_count,fallback_count,format,graph_count,hybrid_enabled,index_prefix,iostat_log,max_await_ms,max_cpu_pct,max_disk_util_pct,max_qd,max_read_await_ms,max_read_iops,max_read_mb_s,max_rss_kb,max_tau_m,max_threshold_version,max_write_iops,max_write_mb_s,mean_candidate_count,mean_hops,mean_ios,mean_route_overhead_us,mem_L,min_tau_m,min_threshold_version,p50_latency_us,p95_latency_us,p999_latency_us,p99_latency_us,peak_memory_kb,prefilter_count,prefilter_rerank_l,prefilter_rerank_source,process_max_rss_kb,qdepth,qps,query_count,query_label_file,read_await_ms,read_iops,read_mb_s,recall,recall_at,recall_calibration_threads,recall_target,requested_device,resolved_route,returncode,route,sample_count,selectivity_lower,selectivity_midpoint,selectivity_upper,selector_type,target_threads,tau_m,threads,threshold_version
100,,829.948655,0.0,1295.88501,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,1.0%,0.00999988170820117,u1,1000,100,306,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.006086,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.0,1659.104839,0.0,0.0,0.0,0.0,0.0,32548,75027,1,0.0,0.0,11835.0,0.0,306.0,31.075,0,75027,1,1276.0,1447.0,4481.0,1496.0,35196,1000,306,calibration,32548,0.0,3029.020508,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u1/query_labels.spmat,,0.0,0.0,98.010002,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,0.00999988170820117,0.00999988170820117,0.00999988170820117,intersect,4,75027,4,1
100,,696.948925,0.0,2773.076904,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,1.0%,0.00999988170820117,u1,1000,100,306,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.510871,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.0,1871.367356,0.0,0.0,0.0,0.0,0.0,36720,75027,1,0.0,0.0,11835.0,0.0,306.0,33.284,0,75027,1,2785.0,3137.0,7550.0,3255.0,38488,1000,306,calibration,36720,0.0,2854.180664,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u1/query_labels.spmat,,0.0,0.0,98.010002,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,0.00999988170820117,0.00999988170820117,0.00999988170820117,intersect,8,75027,8,1
100,0.526316,271.410409,0.226884,1441.650024,0.002836,,0.0,0.0,5.388503,0.110783,0.526316,4,,,,,,,,,2.0%,0.01999976341640234,u2,1000,100,395,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,3.526025,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,1.0,1499.890767,0.794169,0.013897,0.0,0.0,0.0,29624,75027,1,21.839652,0.558365,23670.0,0.0,395.0,46.717,0,75027,1,1439.0,1480.0,3901.0,1525.0,32220,1000,395,calibration,29624,0.002836,675.623596,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u2/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,8,0.01999976341640234,0.01999976341640234,0.01999976341640234,intersect,1,75027,1,1
100,,351.427351,0.0,1678.396973,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,2.0%,0.01999976341640234,u2,1000,100,395,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,2.515456,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.0,1551.622479,0.0,0.0,0.0,0.0,0.0,30436,75027,1,0.0,0.0,23670.0,0.0,395.0,47.902,0,75027,1,1664.0,1949.0,4586.0,2003.0,33468,1000,395,calibration,30436,0.0,1164.21814,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u2/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,6,0.01999976341640234,0.01999976341640234,0.01999976341640234,intersect,2,75027,2,1
100,0.333333,558.687931,0.265095,1803.767944,0.001325,,0.0,0.0,1.988213,0.041421,0.333333,4,,,,,,,,,2.0%,0.01999976341640234,u2,1000,100,395,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.508892,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.333333,1654.913758,0.797319,0.003987,0.0,0.0,0.0,33748,75027,1,5.979891,0.124581,23670.0,0.0,395.0,45.833,0,75027,1,1790.0,1985.0,4974.0,2112.0,35292,1000,395,calibration,33748,0.001325,2168.153076,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u2/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,0.01999976341640234,0.01999976341640234,0.01999976341640234,intersect,4,75027,4,1
100,,615.511017,0.0,3835.653076,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,2.0%,0.01999976341640234,u2,1000,100,395,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.51094,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.0,1845.527655,0.0,0.0,0.0,0.0,0.0,37372,75027,1,0.0,0.0,23670.0,0.0,395.0,55.329,0,75027,1,3877.0,4543.0,8614.0,6039.0,39464,1000,395,calibration,37372,0.0,2059.93335,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u2/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,0.01999976341640234,0.01999976341640234,0.01999976341640234,intersect,8,75027,8,1
100,0.5,199.971145,0.132431,2504.449951,0.000331,,0.0,0.0,0.993234,0.023279,0.5,4,,,,,,,,,5.0%,0.050000253482426066,u5,1000,100,493,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,6.040872,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.666667,1497.975143,0.794232,0.003971,0.0,0.0,0.0,29752,75027,1,5.95674,0.155122,59176.0,0.0,493.0,31.325,0,75027,1,2626.0,2845.0,5394.0,2867.0,34892,1000,493,calibration,29752,0.000331,349.62207,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u5/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,13,0.050000253482426066,0.050000253482426066,0.050000253482426066,intersect,1,75027,1,1
100,0.0,336.068074,0.113537,2938.826904,0.000284,,0.0,0.0,0.851524,0.018849,0.0,4,,,,,,,,,5.0%,0.050000253482426066,u5,1000,100,493,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,3.523096,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.0,1561.242079,0.793977,0.001985,0.0,0.0,0.0,33952,75027,1,5.954826,0.131813,59176.0,0.0,493.0,37.748,0,75027,1,3071.0,3507.0,4135.0,3600.0,33964,1000,493,calibration,33952,0.000284,604.032959,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u5/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,8,0.050000253482426066,0.050000253482426066,0.050000253482426066,intersect,2,75027,2,1
100,1.75,515.800567,0.198576,3057.016113,0.002979,,0.0,0.0,1.985758,0.029088,1.75,4,,,,,,,,,5.0%,0.050000253482426066,u5,1000,100,493,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,2.014344,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,1.75,1664.896699,0.794338,0.011915,0.0,0.0,0.0,36424,75027,1,7.943376,0.116358,59176.0,0.0,493.0,40.394,0,75027,1,3107.0,3409.0,4320.0,3563.0,36412,1000,493,calibration,36424,0.002979,1160.449585,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u5/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,5,0.050000253482426066,0.050000253482426066,0.050000253482426066,intersect,4,75027,4,1
100,,624.874981,0.0,3591.504883,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,5.0%,0.050000253482426066,u5,1000,100,493,100,prefilter,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.510702,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.0,1875.523217,0.0,0.0,0.0,0.0,0.0,40800,75027,1,0.0,0.0,59176.0,0.0,493.0,39.406,0,75027,1,3570.0,4778.0,6032.0,5364.0,41544,1000,493,calibration,40800,0.0,2005.804199,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u5/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,0.050000253482426066,0.050000253482426066,0.050000253482426066,intersect,8,75027,8,1
5599,0.087824,201.496999,99.819916,158410.59375,3.07487,0.087824,35011.519635,136.763749,0.124894,0.001805,0.087824,4,,,,,,,,,10%,0.09999966202343191,u10,1000,5599,,5599,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,320.272759,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.103303,1553.599211,100.787978,3.130943,0.103303,35675.277976,139.356555,49080,0,1,25.820048,0.318096,118351.0,0.0,5606.616211,32.442,0,0,1,158137.0,159620.0,191388.0,169638.0,49132,0,49,calibration,49080,3.07487,6.248947,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u10/query_labels.spmat,0.087824,35011.519635,136.763749,98.0,10,32,98.0,nvme1n1,graph,0,graph,637,0.09999966202343191,0.09999966202343191,0.09999966202343191,intersect,1,0,1,1
5599,0.088526,401.411426,99.777751,160587.578125,6.009354,0.088526,67882.027203,265.164169,0.163451,0.001348,0.088526,4,,,,,,,,,10%,0.09999966202343191,u10,1000,5599,,5599,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,165.187126,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.09129,1664.984641,100.101087,6.104649,0.091298,69888.146424,273.00833,66128,0,1,13.902825,0.155163,118351.0,0.0,5606.616211,39.755,0,0,1,160144.0,163106.0,182981.0,174612.0,62348,0,49,calibration,66128,6.009354,12.319982,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u10/query_labels.spmat,0.088526,67882.027203,265.164169,98.0,10,32,98.0,nvme1n1,graph,0,graph,329,0.09999966202343191,0.09999966202343191,0.09999966202343191,intersect,2,0,2,1
5599,0.095746,797.095363,99.34774,180443.578125,11.649943,0.095746,121675.156431,475.29358,0.31468,0.00267,0.095746,4,,,,,,,,,10%,0.09999966202343191,u10,1000,5599,,5599,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,92.157104,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.098972,1885.683083,100.101453,11.904613,0.098972,124213.934313,485.210681,84824,0,1,17.874817,0.162921,118351.0,0.0,5606.61084,36.581,0,0,1,179942.0,182348.0,219560.0,196304.0,88980,0,49,calibration,84824,11.649943,21.897692,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u10/query_labels.spmat,0.095746,121675.156431,475.29358,98.0,10,32,98.0,nvme1n1,graph,0,graph,184,0.09999966202343191,0.09999966202343191,0.09999966202343191,intersect,4,0,4,1
5599,0.105792,1561.226636,98.530398,208858.328125,22.232837,0.105791,210156.687264,820.92456,0.449808,0.004027,0.105792,4,,,,,,,,,10%,0.09999966202343191,u10,1000,5599,,5599,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,53.356123,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.108199,2303.084543,100.289585,22.913182,0.108199,216727.288545,846.590971,131664,0,1,21.853867,0.170694,118351.0,0.0,5606.597168,38.694,0,0,1,208300.0,215517.0,233020.0,229315.0,139720,0,49,calibration,131664,22.232837,37.842632,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u10/query_labels.spmat,0.105791,210156.687264,820.92456,98.0,10,32,98.0,nvme1n1,graph,0,graph,107,0.09999966202343191,0.09999966202343191,0.09999966202343191,intersect,8,0,8,1
3579,0.086223,202.594055,99.769742,90128.4375,3.32973,0.086223,38617.383583,150.849155,0.161447,0.001387,0.086223,4,,,,,,,,,25%,0.2499995775292899,u25,1000,3579,,3579,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,185.819865,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.090982,1559.862085,100.898815,3.38312,0.090982,39817.601995,155.537508,49192,0,1,19.862129,0.186201,295878.0,0.0,3587.929932,26.757,0,0,1,89797.0,91677.0,106571.0,92331.0,49296,0,68,calibration,49192,3.32973,10.946064,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u25/query_labels.spmat,0.086223,38617.383583,150.849155,98.0,10,32,98.0,nvme1n1,graph,0,graph,370,0.2499995775292899,0.2499995775292899,0.2499995775292899,intersect,1,0,1,1
3579,0.089018,402.415187,99.661468,94600.390625,6.542801,0.089018,73499.646746,287.107995,0.276553,0.002561,0.089018,4,,,,,,,,,25%,0.2499995775292899,u25,1000,3579,,3579,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,97.63051,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.090832,1671.335514,100.244695,6.630663,0.090832,75357.871691,294.366686,62040,0,1,17.900584,0.186458,295878.0,0.0,3587.885986,38.077,0,0,1,94498.0,96163.0,111543.0,102058.0,61816,0,68,calibration,62040,6.542801,20.841391,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u25/query_labels.spmat,0.089018,73499.646746,287.107995,98.0,10,32,98.0,nvme1n1,graph,0,graph,195,0.2499995775292899,0.2499995775292899,0.2499995775292899,intersect,2,0,2,1
