L,avg_await_ms,avg_cpu_pct,avg_disk_util_pct,avg_latency_us,avg_qd,avg_read_await_ms,avg_read_iops,avg_read_mb_s,avg_write_iops,avg_write_mb_s,await_ms,beamwidth,block_latency_count,block_latency_log,block_latency_mean_ms,block_latency_p50_ms,block_latency_p95_ms,block_latency_p99_ms,block_latency_status,block_latency_trace_dev,bottleneck_evidence,bucket_label,bucket_lower,bucket_midpoint,bucket_name,bucket_query_count,bucket_upper,chosen_L,chosen_prefilter_rerank_l,configured_L,configured_route,dataset,device,disk_metrics_reason,disk_metrics_status,disk_sanity_read_bytes,effective_device,elapsed_s,empty_count,fallback_count,format,graph_count,hybrid_enabled,index_prefix,iostat_log,max_await_ms,max_cpu_pct,max_disk_util_pct,max_qd,max_read_await_ms,max_read_iops,max_read_mb_s,max_rss_kb,max_tau_m,max_threshold_version,max_write_iops,max_write_mb_s,mean_candidate_count,mean_hops,mean_ios,mean_route_overhead_us,mem_L,min_tau_m,min_threshold_version,p50_latency_us,p95_latency_us,p999_latency_us,p99_latency_us,peak_memory_kb,prefilter_count,prefilter_rerank_l,prefilter_rerank_source,process_max_rss_kb,qdepth,qps,query_count,query_label_file,read_await_ms,read_iops,read_mb_s,recall,recall_at,recall_calibration_threads,recall_target,requested_device,resolved_route,returncode,route,sample_count,selectivity_group,selectivity_lower,selectivity_midpoint,selectivity_upper,selector_type,target_threads,tau_m,threads,threshold_version
100,,625.078266,0.0,2762.164062,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,5.0%,0.05,0.05,u5,1000,0.05,100,38,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.510211,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1867.579896,0.0,0.0,0.0,0.0,0.0,21436,60000,1,0.0,0.0,3000.0,0.0,493.0,2.409,0,60000,1,2725.0,3321.0,3640.0,3413.0,23404,1000,493,calibration,21436,0.0,2876.269043,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u5/query_labels.spmat,,0.0,0.0,100.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,middle,0.05,0.05,0.05,intersect,8,60000,8,1
100,,748.767045,0.0,254.503998,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,10%,0.1,0.1,u10,1000,0.1,100,49,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.006989,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1497.929848,0.0,0.0,0.0,0.0,0.0,16964,60000,1,0.0,0.0,6000.0,0.0,49.0,1.244,0,60000,1,251.0,283.0,556.0,303.0,18560,1000,49,calibration,16964,0.0,3737.927979,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u10/query_labels.spmat,,0.0,0.0,98.080002,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,high,0.1,0.1,0.1,intersect,1,60000,1,1
100,,744.06257,0.0,269.778992,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,10%,0.1,0.1,u10,1000,0.1,100,49,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.006636,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1489.735441,0.0,0.0,0.0,0.0,0.0,17460,60000,1,0.0,0.0,6000.0,0.0,49.0,1.085,0,60000,1,265.0,301.0,570.0,327.0,19060,1000,49,calibration,17460,0.0,7058.411133,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u10/query_labels.spmat,,0.0,0.0,98.080002,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,high,0.1,0.1,0.1,intersect,2,60000,2,1
100,,1461.575636,0.0,293.737,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,10%,0.1,0.1,u10,1000,0.1,100,49,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,0.502882,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1461.575636,0.0,0.0,0.0,0.0,0.0,18808,60000,1,0.0,0.0,6000.0,0.0,49.0,1.456,0,60000,1,285.0,342.0,637.0,371.0,20656,1000,49,calibration,18808,0.0,12975.074219,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u10/query_labels.spmat,,0.0,0.0,98.080002,10,32,98.0,nvme1n1,prefilter,0,prefilter,2,high,0.1,0.1,0.1,intersect,4,60000,4,1
100,0.0,1458.406145,1.589543,341.714996,0.001987,,0.0,0.0,7.947717,0.263889,0.0,4,,,,,,,,,cpu-bound-evidence,10%,0.1,0.1,u10,1000,0.1,100,49,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,0.503289,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1458.406145,1.589543,0.001987,0.0,0.0,0.0,21568,60000,1,7.947717,0.263889,6000.0,0.0,49.0,2.009,0,60000,1,329.0,424.0,1294.0,495.0,23500,1000,49,calibration,21568,0.001987,22274.427734,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u10/query_labels.spmat,,0.0,0.0,98.080002,10,32,98.0,nvme1n1,prefilter,0,prefilter,2,high,0.1,0.1,0.1,intersect,8,60000,8,1
100,,499.046616,0.0,463.694,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,25%,0.25,0.25,u25,1000,0.25,100,68,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.510881,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1497.951967,0.0,0.0,0.0,0.0,0.0,17116,60000,1,0.0,0.0,15000.0,0.0,68.0,1.47,0,60000,1,463.0,488.0,783.0,498.0,18680,1000,68,calibration,17116,0.0,2032.653198,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u25/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,high,0.25,0.25,0.25,intersect,1,60000,1,1
100,,776.721854,0.0,533.007019,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,25%,0.25,0.25,u25,1000,0.25,100,68,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.006795,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1553.83769,0.0,0.0,0.0,0.0,0.0,17908,60000,1,0.0,0.0,15000.0,0.0,68.0,2.046,0,60000,1,529.0,572.0,854.0,646.0,19356,1000,68,calibration,17908,0.0,3555.527588,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u25/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,high,0.25,0.25,0.25,intersect,2,60000,2,1
100,,761.496226,0.0,516.896973,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,25%,0.25,0.25,u25,1000,0.25,100,68,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.007228,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1523.765122,0.0,0.0,0.0,0.0,0.0,19104,60000,1,0.0,0.0,15000.0,0.0,68.0,1.731,0,60000,1,512.0,586.0,916.0,657.0,20936,1000,68,calibration,19104,0.0,7289.157227,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u25/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,high,0.25,0.25,0.25,intersect,4,60000,4,1
100,,1458.378454,0.0,581.242981,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,25%,0.25,0.25,u25,1000,0.25,100,68,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,0.503299,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1458.378454,0.0,0.0,0.0,0.0,0.0,21396,60000,1,0.0,0.0,15000.0,0.0,68.0,2.34,0,60000,1,574.0,703.0,1071.0,807.0,24136,1000,68,calibration,21396,0.0,12954.099609,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u25/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,2,high,0.25,0.25,0.25,intersect,8,60000,8,1
100,0.25,339.887263,0.158826,848.883972,0.000397,,0.0,0.0,1.588258,0.046531,0.25,4,,,,,,,,,cpu-bound-evidence,50%,0.5,0.5,u50,1000,0.5,100,97,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,2.518482,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,1.0,1499.960385,0.794137,0.001985,0.0,0.0,0.0,17508,60000,1,5.956048,0.217148,30000.0,0.0,97.0,2.082,0,60000,1,839.0,948.0,1244.0,998.0,18532,1000,97,calibration,17508,0.000397,1111.762573,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u50/query_labels.spmat,,0.0,0.0,98.029999,10,32,98.0,nvme1n1,prefilter,0,prefilter,6,high,0.5,0.5,0.5,intersect,1,60000,1,1
100,,522.476109,0.0,856.586975,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,50%,0.5,0.5,u50,1000,0.5,100,97,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.508203,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1561.444888,0.0,0.0,0.0,0.0,0.0,18080,60000,1,0.0,0.0,30000.0,0.0,97.0,1.872,0,60000,1,841.0,975.0,1220.0,1074.0,19364,1000,97,calibration,18080,0.0,2204.754883,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u50/query_labels.spmat,,0.0,0.0,98.029999,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,high,0.5,0.5,0.5,intersect,2,60000,2,1
100,,731.305444,0.0,881.213989,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,50%,0.5,0.5,u50,1000,0.5,100,97,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.005052,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1466.407528,0.0,0.0,0.0,0.0,0.0,19964,60000,1,0.0,0.0,30000.0,0.0,97.0,1.835,0,60000,1,869.0,1054.0,1309.0,1156.0,21260,1000,97,calibration,19964,0.0,4280.003906,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u50/query_labels.spmat,,0.0,0.0,98.029999,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,high,0.5,0.5,0.5,intersect,4,60000,4,1
100,,803.154367,0.0,980.276978,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,50%,0.5,0.5,u50,1000,0.5,100,97,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.007278,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1607.152367,0.0,0.0,0.0,0.0,0.0,23812,60000,1,0.0,0.0,30000.0,0.0,97.0,2.383,0,60000,1,947.0,1229.0,1718.0,1404.0,25144,1000,97,calibration,23812,0.0,7684.610352,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u50/query_labels.spmat,,0.0,0.0,98.029999,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,high,0.5,0.5,0.5,intersect,8,60000,8,1
100,0.75,271.142379,0.113449,1449.823975,0.000567,,0.0,0.0,1.134487,0.054287,0.75,4,,,,,,,,,cpu-bound-evidence,100%,1.0,1.0,u100,1000,1.0,100,131,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,3.525823,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.75,1497.958442,0.794673,0.003973,0.0,0.0,0.0,17832,60000,1,7.946729,0.380263,60000.0,0.0,131.0,2.024,0,60000,1,1409.0,1656.0,1686.0,1669.0,19048,1000,131,calibration,17832,0.000567,647.940125,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u100/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,8,high,1.0,1.0,1.0,intersect,1,60000,1,1
100,0.4,438.306582,0.198553,1479.985962,0.002978,,0.0,0.0,7.445752,0.296667,0.4,4,,,,,,,,,cpu-bound-evidence,100%,1.0,1.0,u100,1000,1.0,100,131,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,2.014572,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.4,1553.557267,0.793866,0.011908,0.0,0.0,0.0,18816,60000,1,29.769967,1.186147,60000.0,0.0,131.0,1.872,0,60000,1,1456.0,1654.0,1829.0,1696.0,19856,1000,131,calibration,18816,0.002978,1272.387817,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u100/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,5,high,1.0,1.0,1.0,intersect,2,60000,2,1
100,,569.216181,0.0,1522.384033,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,100%,1.0,1.0,u100,1000,1.0,100,131,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.51085,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1649.018331,0.0,0.0,0.0,0.0,0.0,21528,60000,1,0.0,0.0,60000.0,0.0,131.0,1.756,0,60000,1,1499.0,1731.0,2004.0,1780.0,22540,1000,131,calibration,21528,0.0,2475.443359,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u100/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,high,1.0,1.0,1.0,intersect,4,60000,4,1
100,,736.674187,0.0,1630.275024,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,100%,1.0,1.0,u100,1000,1.0,100,131,100,prefilter,fashion_mnist784,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.00723,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,,0.0,1474.048786,0.0,0.0,0.0,0.0,0.0,24960,60000,1,0.0,0.0,60000.0,0.0,131.0,3.095,0,60000,1,1605.0,1939.0,2583.0,2069.0,27012,1000,131,calibration,24960,0.0,4628.075195,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/recall_workloads/u100/query_labels.spmat,,0.0,0.0,98.0,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,high,1.0,1.0,1.0,intersect,8,60000,8,1
100,0.3,501.927293,0.264869,355.221985,0.001987,,0.0,0.0,6.621732,0.325913,0.3,4,,,,,,,,,cpu-bound-evidence,1.0e-03,0.001,0.001,u0p1,1000,0.001,100,109,100,prefilter,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.510179,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.3,1498.041275,0.794791,0.005961,0.0,0.0,0.0,32900,5972,1,19.869767,0.977965,1000.0,0.0,133.0,10.735,0,5972,1,350.0,377.0,2539.0,433.0,33780,1000,133,calibration,32900,0.001987,2767.131836,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u0p1/query_labels.spmat,,0.0,0.0,98.989998,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,low,0.001,0.001,0.001,intersect,1,5972,1,1
100,,736.769032,0.0,364.588989,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,1.0e-03,0.001,0.001,u0p1,1000,0.001,100,109,100,prefilter,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.0071,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.0,1474.311287,0.0,0.0,0.0,0.0,0.0,33332,5972,1,0.0,0.0,1000.0,0.0,133.0,9.593,0,5972,1,360.0,425.0,2658.0,498.0,34632,1000,133,calibration,33332,0.0,5388.907227,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u0p1/query_labels.spmat,,0.0,0.0,98.989998,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,low,0.001,0.001,0.001,intersect,2,5972,2,1
100,,729.219944,0.0,411.27301,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,1.0e-03,0.001,0.001,u0p1,1000,0.001,100,109,100,prefilter,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.006555,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.0,1458.248847,0.0,0.0,0.0,0.0,0.0,32060,5972,1,0.0,0.0,1000.0,0.0,133.0,9.354,0,5972,1,386.0,495.0,2927.0,548.0,36336,1000,133,calibration,32060,0.0,9551.725586,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u0p1/query_labels.spmat,,0.0,0.0,98.989998,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,low,0.001,0.001,0.001,intersect,4,5972,4,1
100,,730.19084,0.0,862.695007,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,1.0e-03,0.001,0.001,u0p1,1000,0.001,100,109,100,prefilter,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.006586,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.0,1450.342403,0.0,0.0,0.0,0.0,0.0,37672,5972,1,0.0,0.0,1000.0,0.0,133.0,13.034,0,5972,1,835.0,924.0,4384.0,1013.0,39792,1000,133,calibration,37672,0.0,9166.594727,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u0p1/query_labels.spmat,,0.0,0.0,98.989998,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,low,0.001,0.001,0.001,intersect,8,5972,8,1
100,0.25,339.869186,0.317635,871.866028,0.000397,,0.0,0.0,1.588174,0.089955,0.25,4,,,,,,,,,cpu-bound-evidence,5.0e-03,0.005,0.005,u0p5,1000,0.005,100,244,100,prefilter,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,2.518616,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.25,1499.870914,1.587779,0.001985,0.0,0.0,0.0,32236,5972,1,7.938893,0.449664,5000.0,0.0,253.0,16.99,0,5972,1,858.0,1031.0,3256.0,1127.0,34140,1000,253,calibration,32236,0.000397,1131.321411,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u0p5/query_labels.spmat,,0.0,0.0,98.190002,10,32,98.0,nvme1n1,prefilter,0,prefilter,6,low,0.005,0.005,0.005,intersect,1,5972,1,1
100,,517.568004,0.0,959.112976,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,5.0e-03,0.005,0.005,u0p5,1000,0.005,100,244,100,prefilter,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.510913,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.0,1553.5637,0.0,0.0,0.0,0.0,0.0,33024,5972,1,0.0,0.0,5000.0,0.0,253.0,17.894,0,5972,1,952.0,1127.0,3538.0,1209.0,35064,1000,253,calibration,33024,0.0,2056.840088,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u0p5/query_labels.spmat,,0.0,0.0,98.190002,10,32,98.0,nvme1n1,prefilter,0,prefilter,4,low,0.005,0.005,0.005,intersect,2,5972,2,1
100,,826.389131,0.0,1048.605957,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,5.0e-03,0.005,0.005,u0p5,1000,0.005,100,244,100,prefilter,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.00679,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.0,1653.094937,0.0,0.0,0.0,0.0,0.0,34404,5972,1,0.0,0.0,5000.0,0.0,253.0,17.435,0,5972,1,1033.0,1202.0,3846.0,1319.0,36796,1000,253,calibration,34404,0.0,3766.487305,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u0p5/query_labels.spmat,,0.0,0.0,98.190002,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,low,0.005,0.005,0.005,intersect,4,5972,4,1
100,,731.153499,0.0,1750.483032,0.0,,0.0,0.0,0.0,0.0,,4,,,,,,,,,cpu-bound-evidence,5.0e-03,0.005,0.005,u0p5,1000,0.005,100,244,100,prefilter,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1.007996,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.0,1463.923464,0.0,0.0,0.0,0.0,0.0,38232,5972,1,0.0,0.0,5000.0,0.0,253.0,21.813,0,5972,1,1749.0,1936.0,5907.0,2016.0,40292,1000,253,calibration,38232,0.0,4515.571289,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u0p5/query_labels.spmat,,0.0,0.0,98.190002,10,32,98.0,nvme1n1,prefilter,0,prefilter,3,low,0.005,0.005,0.005,intersect,8,5972,8,1
36905,0.096063,200.076821,99.964095,2955453.0,1.280611,0.096063,13330.9282,98.00826,0.018014,0.000297,0.096063,4,,,,,,,,,mixed-bound-evidence,1.0%,0.01,0.01,u1,1000,0.01,36905,,36905,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,5884.38478,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.138467,1551.770524,100.914182,2.187079,0.138467,22794.090317,167.457736,72476,0,1,89.386406,1.031978,10000.0,0.0,36909.972656,22.324,0,0,1,2968135.0,3015858.0,3660116.0,3027841.0,76496,0,306,calibration,72476,1.280611,0.337914,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u1/query_labels.spmat,0.096063,13330.9282,98.00826,98.0,10,32,98.0,nvme1n1,graph,0,graph,11688,low,0.01,0.01,0.01,intersect,1,0,1,1
36905,0.094476,399.873595,99.987727,2926479.75,2.517485,0.094476,26646.703215,195.905116,0.009172,7.3e-05,0.094476,4,,,,,,,,,mixed-bound-evidence,1.0%,0.01,0.01,u1,1000,0.01,36905,,36905,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,2943.865302,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.099324,946.073325,100.598309,4.02207,0.099324,41782.311972,307.418105,91456,0,1,11.918369,0.155183,10000.0,0.0,36909.972656,26.363,0,0,1,2936946.0,3002891.0,3064460.0,3027842.0,108312,0,306,calibration,91456,2.517485,0.682068,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u1/query_labels.spmat,0.094476,26646.703215,195.905116,98.0,10,32,98.0,nvme1n1,graph,0,graph,5847,low,0.01,0.01,0.01,intersect,2,0,2,1
